timestamp,speaker,text,source,line
00:04:30,,"Hello, hi, hello, what's up, how are you?",4_9hours.mp4,1
00:05:00,,Welcome to another Sunday stream.,4_9hours.mp4,2
00:05:05,,"It has been time, it's time, it's time.",4_9hours.mp4,3
00:05:10,,"Hello Gilei, hi Tom, hi Sofia, hello Bosh, hello everyone.",4_9hours.mp4,4
00:05:17,,"Okay, first of all, I need to show you something.",4_9hours.mp4,5
00:05:21,,"Because it's very important, it is very necessary to show you this.",4_9hours.mp4,6
00:05:27,,And I couldn't wait to show you that.,4_9hours.mp4,7
00:05:31,,We have something completely new for the stream background.,4_9hours.mp4,8
00:05:35,,You can already see a small section here.,4_9hours.mp4,9
00:05:37,,"Wait, wait, you won't believe that.",4_9hours.mp4,10
00:05:41,,You will not believe this.,4_9hours.mp4,11
00:05:49,,I have a Pedro Pascal cardboard set.,4_9hours.mp4,12
00:05:52,,I have a Pedro Pascal cardboard set.,4_9hours.mp4,13
00:05:55,,Pedro is Pedro.,4_9hours.mp4,14
00:05:59,,It's Pedro.,4_9hours.mp4,15
00:06:03,,He's too big though.,4_9hours.mp4,16
00:06:05,,He's life-sized.,4_9hours.mp4,17
00:06:08,,He's life-sized.,4_9hours.mp4,18
00:06:10,,He's a little too big.,4_9hours.mp4,19
00:06:13,,But yes.,4_9hours.mp4,20
00:06:18,,"Lukas, look at this.",4_9hours.mp4,21
00:06:22,,Can you see this?,4_9hours.mp4,22
00:06:23,,This beauty.,4_9hours.mp4,23
00:06:25,,"This beautiful, beautiful man.",4_9hours.mp4,24
00:06:27,,"In this beautiful, beautiful fit.",4_9hours.mp4,25
00:06:29,,I'll put him here now.,4_9hours.mp4,26
00:06:31,,To scratch.,4_9hours.mp4,27
00:06:35,,Frieda is not here anyway.,4_9hours.mp4,28
00:06:40,,Isn't he beautiful?,4_9hours.mp4,29
00:06:42,,Isn't he perfect?,4_9hours.mp4,30
00:06:45,,Wait.,4_9hours.mp4,31
00:06:54,,Okay.,4_9hours.mp4,32
00:06:57,,That's all I had to say for today.,4_9hours.mp4,33
00:07:00,,Thank you for coming to my TED Talk.,4_9hours.mp4,34
00:07:02,,Stream over.,4_9hours.mp4,35
00:07:04,,No.,4_9hours.mp4,36
00:07:06,,"Actually, wait.",4_9hours.mp4,37
00:07:08,,Let me fix this.,4_9hours.mp4,38
00:07:10,,Maybe.,4_9hours.mp4,39
00:07:12,,Maybe I can.,4_9hours.mp4,40
00:07:14,,Maybe I cannot.,4_9hours.mp4,41
00:07:16,,Where's the thingy that can...,4_9hours.mp4,42
00:07:18,,What?,4_9hours.mp4,43
00:07:20,,How do I move my fucking chair up?,4_9hours.mp4,44
00:07:24,,Good Pedro.,4_9hours.mp4,45
00:07:27,,I cannot move my chair up anymore.,4_9hours.mp4,46
00:07:30,,Fuck.,4_9hours.mp4,47
00:07:32,,Why?,4_9hours.mp4,48
00:07:35,,I can only move it down.,4_9hours.mp4,49
00:07:37,,Okay.,4_9hours.mp4,50
00:07:39,,Anyways.,4_9hours.mp4,51
00:07:41,,Pedro.,4_9hours.mp4,52
00:07:43,,Pedro is so tall.,4_9hours.mp4,53
