timestamp,speaker,text,source,line
00:00:00,,you you you hello I have a little special guest a little mini special guest who is very sweet hello I'm going to close the camera again because I'm going to fall anyway come on come on Bingo is Bingo coming?,artstream,1
00:00:00,,"a baby super come on sit super a baby I can turn on the lights right away very bright light he is a good boy so I have mini mini mini things we don't want to overdo it and I have to find out a reference picture that I want to make from bibbles huh, they are just packed again the correct title is to paint a picture of bibbles and if it gets completely shit it will be lost yes yes but we'll see I only have shitty shit uh, pencils unfortunately I actually have a good one, but it's gone I laid out Tom once and gone he is but I think it's still doable the pencils were packed once in large quantities and are packed again individually it's really shitty I hate something like that I have a lot of colors in case you haven't seen it yet they are all from Tom extra fresh bimbo uh, yes so we first paint a picture of bibbles and now I have to look first I would donate it to Aziza yes, it's just an Aziza picture first look which bibbles we want to have well hello Fabi dude, this is the most beautiful stream notification I got today what do I have as a notification in it?",artstream,2
00:00:00,,"I don't know I want this one really cool but actually I just want to somehow I want to paint bibbles with with sunglasses oh, I'm present the one with the flames in the background, yes, that one vehicular manslaughter, I think that's great too but the quality is so bad it's so bad papst bibbles?",artstream,3
00:00:00,,digital format?,artstream,4
00:00:00,,"no no no we are going in here completely blind we are going in here completely, it's going to be shit you want this one, right?",artstream,5
00:00:00,,"yes, maybe I'll do two maybe we'll do this one depression and this one okay, I would I would, so is it a little better?",artstream,6
00:00:00,,"no, they are all equally horrible I'm going to paint completely blind now without using my eyes very simple oh boy I'm going to do this now what?",artstream,7
00:00:00,,"manic delusion gay, gay noises?",artstream,8
00:00:00,,"I think that's great too boy I can't open it with wimper and nails, right?",artstream,9
00:00:00,,"open it now, dude that was the most difficult shit okay, I think the worst is behind us honestly I actually want glasses like this one so okay where do I film?",artstream,10
00:00:00,,"so, we go to another screen I want to take this one no how many lines do you have?",artstream,11
00:00:00,,I have five but let's see how long I'm there today I think this one is really good too I think this one is really really good too and this one saw things so I think this one is good but with knife I think this one is good let's start with this one can you draw my Instagram name for you?,artstream,12
00:00:00,,what?,artstream,13
00:00:00,,for me?,artstream,14
00:00:00,,"no no no okay, watch out I'm sketching now I don't have a pencil I don't have a eraser this is going to be so chaotic how fat he is so so so boy there is already a stain I think it's not that bad well today is Thursday anyway so today there won't be a tail so so only you are here to judge me so only you are here to judge me only god can judge me only god can judge me only god can judge me okay judged I like hurting опятьique 걸ges show Why did I do that so weird?",artstream,15
00:00:00,,"Okay, the proportions are not right.",artstream,16
00:00:00,,Why does he have such a weird cock thumb?,artstream,17
00:00:00,,What is that?,artstream,18
00:00:00,,I swear.,artstream,19
00:00:00,,Maybe I misjudged myself with the size.,artstream,20
00:00:00,,I think I want to make him a little fatter.,artstream,21
00:00:00,,I shouldn't have made him fatter.,artstream,22
00:00:00,,Now I don't have any space for the second hand.,artstream,23
00:00:00,,We are going to change the picture a little bit.,artstream,24
00:00:00,,We are going to give him an actual finger.,artstream,25
00:00:00,,This picture is so crusty.,artstream,26
00:00:00,,This picture is so crusty.,artstream,27
00:00:00,,He has baby hands.,artstream,28
00:00:00,,And a huge skull.,artstream,29
00:00:00,,This thing is really wider than his body.,artstream,30
00:00:00,,"Okay, we are going to make it rough and then we are going to make it better without any eraser.",artstream,31
00:00:00,,I misjudged my skills.,artstream,32
00:00:00,,"I thought that because I played so much Gothic phone with my colleagues during work time, I am definitely really good now.",artstream,33
00:00:00,,I was wrong.,artstream,34
00:00:00,,I have to speedrun a little bit.,artstream,35
00:00:00,,But it's just a sketch.,artstream,36
00:00:00,,And now I have to make his eyes.,artstream,37
00:00:00,,"Okay, here the eyes sound like songs.",artstream,38
00:00:00,,But the eye itself is here.,artstream,39
00:00:00,,Oh my god.,artstream,40
00:00:00,,The proportions are so bad.,artstream,41
00:00:00,,"Hello, hi Polar.",artstream,42
00:00:00,,Welcome to my art stream.,artstream,43
00:00:00,,So here is the nose.,artstream,44
00:00:00,,"Well, it's just going to be hyperrealism, kids.",artstream,45
00:00:00,,I already announced that this is going to be extremely disappointing.,artstream,46
00:00:00,,And I think that Sisi doesn't want to have this picture.,artstream,47
00:00:00,,Honestly.,artstream,48
00:00:00,,Oh no.,artstream,49
00:00:00,,He looks a little depressed.,artstream,50
00:00:00,,But that's okay.,artstream,51
00:00:00,,"Why does he have such a crazy song shadow, bro?",artstream,52
00:00:00,,"Finally stream, yippie.",artstream,53
00:00:00,,Yes.,artstream,54
00:00:00,,And it's going to be terrible.,artstream,55
00:00:00,,It's going to be a terrible bubble.,artstream,56
00:00:00,,Honestly.,artstream,57
00:00:00,,"Okay, that's his chin.",artstream,58
00:00:00,,And here is the mouth.,artstream,59
00:00:00,,Oh god.,artstream,60
00:00:00,,Oh god.,artstream,61
00:00:00,,Oh god.,artstream,62
00:00:00,,"Wait, it's starting to look like bubbles.",artstream,63
00:00:00,,"It's not that bad, okay?",artstream,64
00:00:00,,Okay?,artstream,65
00:00:00,,I heard it loudly and didn't buy a seat.,artstream,66
00:00:00,,Shit.,artstream,67
00:00:00,,And now there are no more seats.,artstream,68
00:00:00,,Oh no.,artstream,69
00:00:00,,I thought you were going to book for both.,artstream,70
00:00:00,,Oh my god.,artstream,71
00:00:00,,I know you can't see it yet.,artstream,72
00:00:00,,But I see it.,artstream,73
00:00:00,,I see bubbles coming here.,artstream,74
00:00:00,,We just have to fix a little bit here.,artstream,75
00:00:00,,We just have to fix a little bit.,artstream,76
00:00:00,,But I see bubbles.,artstream,77
00:00:00,,"But he doesn't look high enough, does he?",artstream,78
00:00:00,,Does he have ears?,artstream,79
00:00:00,,And now the train has a high load and you can't book.,artstream,80
